,Age.ct,Bonus,Density,GroupOne,Insurancescore,Gender_Male,constant
4259,37,17,249.8117276,9,0.134624462066875,True,1.0
4263,50,7,138.5066713,14,0.0967931561281379,False,1.0
4269,45,3,248.5121203,19,0.152325750180069,True,1.0
4277,20,6,27.01981982,13,0.142723246656908,True,1.0
4282,19,8,140.4108252,17,0.203455249626252,True,1.0
4283,22,9,113.2248348,10,0.303858088557753,True,1.0
4285,18,6,239.4551701,12,0.287260811696272,True,1.0
4325,45,7,218.9832303,13,0.156450817264575,False,1.0
4337,30,18,34.10399662,9,0.150540116871954,True,1.0
4342,18,6,270.7883545,12,0.362832239176106,True,1.0
4353,48,1,73.25249905,10,0.0868111578247814,False,1.0
4375,24,6,216.4916013,11,0.30175267130626,True,1.0
4378,24,21,51.32331561,2,0.175117624203256,False,1.0
4396,23,10,106.5583041,13,0.2187244330396,True,1.0
4399,47,1,190.0515645,18,0.108140178365025,True,1.0
4412,38,15,35.78808354,11,0.0666916024138185,True,1.0
4413,59,8,237.675525,8,0.125643995494146,True,1.0
4432,19,6,63.89430992,6,0.262968170108814,True,1.0
4446,18,6,147.9690558,10,0.287260811696272,True,1.0
4455,36,21,212.4247054,14,0.0963978202505113,True,1.0
4461,50,3,27.50305391,10,0.066756957265504,False,1.0
4462,19,5,99.28308074,11,0.349653102225319,True,1.0
4474,51,2,225.0430894,19,0.102499728035098,False,1.0
4476,20,4,58.81986821,13,0.173347146492782,False,1.0
4477,26,11,71.66099406,3,0.131250905004263,True,1.0
4478,30,7,206.2302755,20,0.165241603284355,True,1.0
4480,37,3,178.2443114,14,0.19185114481924,False,1.0
4483,63,4,295.7970919,11,0.0549902065256209,True,1.0
4489,43,7,66.69447337,10,0.0612677229868454,True,1.0
4494,40,19,284.2162652,12,0.128114291350635,True,1.0
4511,26,9,18.23804646,14,0.141676652154007,True,1.0
4518,28,10,162.9324677,8,0.187682421135155,True,1.0
4544,25,21,276.3355652,13,0.303955659593247,True,1.0
4547,26,10,160.3435748,11,0.299562629374705,False,1.0
4561,62,2,258.9237292,12,0.164837329331666,True,1.0
4573,29,3,29.94861261,12,0.114018950520114,True,1.0
4576,37,11,284.1301175,12,0.167604363869596,False,1.0
4578,19,5,106.5583041,14,0.252190115499139,False,1.0
4590,58,3,114.1467007,8,0.121760769031002,True,1.0
4604,40,14,200.6565503,20,0.122781952942134,True,1.0
4607,39,7,222.2151274,12,0.155175049333692,False,1.0
4618,23,6,68.95196256,15,0.151438702052628,True,1.0
4622,24,14,153.4523215,7,0.2544293045491,False,1.0
4635,37,14,45.411434,19,0.0752923699443949,False,1.0
4640,32,1,207.1446249,18,0.165825499514959,True,1.0
4641,27,11,293.5560359,10,0.361745063704252,True,1.0
4643,30,1,91.54176264,15,0.157543547996169,False,1.0
4666,18,6,68.97630254,9,0.201696322236654,False,1.0
4673,21,6,124.3443471,14,0.238218633898729,True,1.0
4675,40,19,213.2556548,14,0.135303486321325,True,1.0
4679,31,7,61.56398846,14,0.153082987761841,True,1.0
4683,27,20,100.3048589,11,0.1662906782506,False,1.0
4684,25,12,68.95196256,15,0.171677899004819,True,1.0
4708,21,7,94.29603751,16,0.295134395757287,True,1.0
4722,53,1,169.7885554,18,0.0894872342412674,True,1.0
4743,32,12,210.189841,10,0.259633712431502,True,1.0
4765,45,20,156.6298557,7,0.144710136950753,True,1.0
4774,41,9,245.331155,18,0.13994255894737,False,1.0
4781,19,6,64.12305444,2,0.213473143465991,False,1.0
4789,37,3,25.91743539,1,0.093816835789054,False,1.0
4802,30,2,109.6318854,17,0.149006086896366,True,1.0
4806,44,16,57.32800859,3,0.0796126769534963,True,1.0
4815,25,9,103.4727356,14,0.231090295577651,True,1.0
4826,63,11,236.3993842,7,0.0439313529404038,True,1.0
4833,28,7,222.735365,8,0.170236889051835,True,1.0
4835,63,2,17.8799582,11,0.0156213552718501,True,1.0
4889,37,19,122.4496948,12,0.131488763104215,True,1.0
4905,32,1,26.7213619,14,0.0773713701486606,True,1.0
4907,38,10,103.9493988,7,0.0863688714770409,True,1.0
4917,21,8,91.54176264,4,0.223859505039416,True,1.0
4922,32,1,128.5434648,15,0.214874625261079,True,1.0
4933,32,3,129.4194752,9,0.161415365222274,False,1.0
4934,25,6,148.4945135,8,0.232555692814961,True,1.0
4942,26,11,251.432848,10,0.304540040509963,True,1.0
4959,22,13,47.58194704,17,0.248479601274979,False,1.0
4967,31,6,190.0515645,13,0.2239226272096,False,1.0
4971,18,6,260.3601885,9,0.32094002760608,True,1.0
4982,51,16,100.3048589,9,0.0609789769635896,True,1.0
4993,52,18,113.2248348,17,0.106304172046473,True,1.0
5014,44,12,248.5121203,13,0.204225052836005,True,1.0
5016,27,6,51.09148195,6,0.203000237098682,True,1.0
5034,20,5,72.01288299,12,0.153306607190808,True,1.0
5052,51,1,26.14074792,16,0.103190726149271,True,1.0
5054,43,1,253.6198858,20,0.163923520064408,True,1.0
5055,23,1,260.3601885,18,0.269901525088492,False,1.0
5074,54,1,222.6929824,6,0.0905892920336029,True,1.0
5087,40,5,190.0515645,2,0.125408131345189,True,1.0
5089,31,1,295.7970919,13,0.244685113165215,True,1.0
5092,74,2,91.45292269,11,0.0464647057442901,False,1.0
5093,35,1,68.97630254,15,0.091524900196875,False,1.0
5103,26,1,94.36462339,10,0.331891884747299,False,1.0
5109,28,2,222.2151274,19,0.187265590035453,False,1.0
5116,23,4,275.2822626,7,0.274603679859454,True,1.0
5136,72,3,23.12027888,17,0.0781283631296152,False,1.0
5137,30,9,258.9237292,12,0.22521046608257,True,1.0
5139,22,13,232.9029787,2,0.295330496775288,True,1.0
5146,41,2,73.85052034,8,0.0655013733255403,True,1.0
5149,39,8,33.73278519,17,0.0479816693756017,True,1.0
5152,31,9,169.5291484,12,0.120839405071538,True,1.0
5163,35,9,87.83581964,15,0.10325319510536,False,1.0
5221,20,7,259.0040603,8,0.411464295817098,True,1.0
5223,27,11,93.38235115,6,0.213158194634535,False,1.0
5230,56,15,251.432848,12,0.138397870070181,True,1.0
5252,56,1,68.37942919,16,0.0954246412620089,True,1.0
5271,36,19,150.2239631,8,0.131488763104215,True,1.0
5273,27,3,83.90453994,7,0.140909587420943,True,1.0
5282,31,12,153.4523215,14,0.203254138949987,True,1.0
5302,39,8,100.833778,14,0.0754231128408065,False,1.0
5305,37,12,129.6779531,8,0.0862916426414424,False,1.0
5324,27,16,185.1345389,11,0.284755917881232,False,1.0
5333,37,5,272.9669948,18,0.178959599926714,False,1.0
5347,66,3,28.51184808,8,0.0486764010895531,False,1.0
5356,30,13,258.9237292,16,0.230670243465382,False,1.0
5369,27,5,25.63801996,6,0.166051215549269,True,1.0
5371,24,10,79.1594481,6,0.157499848985346,True,1.0
5380,65,1,181.4165594,17,0.086807304830848,True,1.0
5381,24,6,237.675525,11,0.288036826334136,False,1.0
5392,57,1,77.73738533,10,0.101830035975368,False,1.0
5403,22,9,24.01925056,17,0.156470673005217,True,1.0
5406,44,10,129.3156084,6,0.0871109871547575,True,1.0
5413,23,13,32.6541392,20,0.158286950335651,False,1.0
5414,21,3,45.411434,11,0.264624022438972,True,1.0
5459,53,20,148.3685156,9,0.122187405367524,False,1.0
5463,47,18,100.9312267,9,0.115804315743039,True,1.0
5474,33,6,139.6062055,7,0.0909284254903095,False,1.0
5476,47,1,123.0199289,11,0.115753823399513,True,1.0
5479,59,10,185.1345389,16,0.0770742756296095,True,1.0
5485,41,4,102.818883,10,0.156269566185229,True,1.0
5487,30,16,68.37942919,7,0.140249798452449,True,1.0
5495,50,2,68.97630254,15,0.0565937684704209,True,1.0
5508,22,12,148.5612071,5,0.243491305369799,False,1.0
5509,28,5,103.2132915,8,0.131332524088872,True,1.0
5519,22,6,156.1042255,12,0.305141864376193,False,1.0
5525,29,1,137.8873343,7,0.104096636943631,True,1.0
5528,40,8,249.8117276,11,0.192343346078828,True,1.0
5559,21,8,169.7885554,10,0.317670942498444,True,1.0
5567,27,5,56.04309848,12,0.128251557338814,True,1.0
5579,44,11,270.874006,12,0.125799297961065,True,1.0
5585,62,10,249.8117276,5,0.0448242489776224,True,1.0
5591,25,14,234.675271,11,0.325311022732825,True,1.0
5593,46,3,181.4165594,10,0.0871109871547575,False,1.0
5600,19,6,213.2556548,18,0.290756322217912,False,1.0
5607,31,6,137.8151761,6,0.208355662781351,False,1.0
5610,47,21,68.39045202,8,0.0717624865000761,False,1.0
5615,46,17,50.40601234,18,0.0821780146610138,True,1.0
5618,53,3,124.3443471,10,0.0316400103371443,True,1.0
5629,19,12,160.3435748,9,0.287260811696272,True,1.0
5634,37,18,36.25444122,7,0.0931395509732453,True,1.0
5649,49,3,139.2056697,16,0.0979018389082404,True,1.0
5651,22,13,212.4247054,19,0.294077940665626,True,1.0
5656,30,15,62.72127383,15,0.155664025659285,True,1.0
5658,31,16,48.3306937,18,0.0999510260428123,False,1.0
5675,43,21,291.3194903,13,0.21010220228877,False,1.0
5705,26,4,248.5121203,10,0.308154905025397,False,1.0
5730,75,1,297.3851697,5,0.19127492564396,True,1.0
5733,31,14,166.5549379,18,0.120839405071538,True,1.0
5736,33,17,293.5560359,3,0.180744786825966,False,1.0
5739,28,9,84.22903844,8,0.118010548284188,True,1.0
5761,32,7,156.1042255,12,0.229841435519238,False,1.0
5781,66,16,88.95152383,8,0.0611628220416777,True,1.0
5796,24,16,61.69063654,17,0.236569473388265,False,1.0
5803,18,6,91.45292269,5,0.37600893066954,True,1.0
5811,71,5,157.245582,17,0.106394214316931,True,1.0
5813,38,1,141.0368682,19,0.174993267643815,True,1.0
5822,37,14,103.2132915,13,0.0858991501281241,True,1.0
5838,50,4,91.28099321,15,0.107398816665263,False,1.0
5841,18,6,239.4551701,15,0.314768640693223,True,1.0
5849,28,13,109.6318854,17,0.164019106757547,False,1.0
5858,45,14,120.7793723,18,0.058530876813227,True,1.0
5864,32,2,248.5121203,13,0.259633712431502,False,1.0
5880,48,2,129.6779531,20,0.102767601553452,True,1.0
5884,33,12,168.6499611,15,0.124434020342451,True,1.0
5903,33,7,222.2151274,14,0.110668365283678,True,1.0
5906,68,1,223.3085718,19,0.0532404904332351,True,1.0
5911,29,4,60.86038525,15,0.135245910645416,True,1.0
5915,19,6,100.833778,14,0.312854507993458,True,1.0
5916,18,6,148.4945135,2,0.314768640693223,True,1.0
5939,27,4,141.4896565,19,0.226230343156847,True,1.0
5942,54,2,45.411434,20,0.057279519052632,True,1.0
5946,24,9,30.37476431,6,0.139045726295237,True,1.0
5972,19,8,36.9071711,11,0.183924004834408,True,1.0
5979,70,4,186.6850127,15,0.0478588200220066,True,1.0
5983,57,9,124.2334338,17,0.114712121872865,False,1.0
5991,18,6,240.0004036,5,0.372948726282826,True,1.0
6000,26,6,162.9324677,8,0.238754284867835,False,1.0
6004,21,10,63.5211087,12,0.22762669838517,False,1.0
6005,26,3,208.6667182,1,0.226230343156847,True,1.0
6010,19,5,37.76157765,2,0.257719346896356,False,1.0
6011,41,8,139.637282,14,0.0988050893402206,True,1.0
6012,35,2,162.9324677,13,0.142366570252321,True,1.0
6013,29,18,68.37942919,9,0.112349604939344,True,1.0
6019,60,8,30.5989837,8,0.0511092768417405,True,1.0
6025,23,10,49.53391432,7,0.214832703881256,False,1.0
6031,36,3,68.95196256,14,0.113146623652789,True,1.0
6034,47,20,73.18307109,8,0.0899990165651208,True,1.0
6036,30,8,139.2830008,5,0.195986026767249,True,1.0
6038,54,4,185.1345389,11,0.100284668288109,True,1.0
6041,48,17,169.5291484,18,0.0979018389082404,True,1.0
6054,29,5,232.9029787,9,0.219027882937581,False,1.0
6062,38,1,275.0923407,11,0.148785674133146,True,1.0
6077,44,3,166.5549379,12,0.0848448584691059,False,1.0
6078,21,5,99.57981885,14,0.159723234787789,True,1.0
6082,37,1,232.9029787,16,0.187268735301708,True,1.0
6083,27,12,55.29380019,19,0.151438702052628,False,1.0
6087,31,3,148.3685156,10,0.189721182503302,False,1.0
6105,27,2,248.5121203,9,0.305436056988264,True,1.0
6106,28,12,270.4632326,11,0.204012469779599,False,1.0
6110,20,7,49.11503947,12,0.172300230637783,True,1.0
6128,62,3,136.1308048,16,0.101908516652,True,1.0
6137,43,5,291.3194903,7,0.144781629487784,False,1.0
6152,29,13,156.1042255,15,0.264473795307629,True,1.0
6158,35,21,202.5335882,11,0.0930805476368607,True,1.0
6162,74,3,249.7835716,9,0.144337680037639,True,1.0
6163,43,3,211.8309492,8,0.140502496848385,False,1.0
6170,30,1,168.6499611,17,0.139683285605475,True,1.0
6171,34,9,157.245582,17,0.116839585949908,False,1.0
6173,29,19,38.77083633,20,0.137171534100704,True,1.0
6193,21,10,84.00797156,10,0.204898700288854,True,1.0
6196,21,9,253.6198858,6,0.354600715797002,True,1.0
6197,33,21,275.0923407,17,0.160361785398382,True,1.0
6199,28,18,57.0415314,4,0.147083603369583,False,1.0
6202,23,4,182.367931,4,0.224166810484564,False,1.0
6205,26,4,169.7885554,13,0.193424564620328,True,1.0
6209,23,7,251.432848,9,0.357192576179901,True,1.0
6214,37,2,275.2822626,12,0.125092058013446,True,1.0
6218,59,13,59.40378524,8,0.0560288699504004,True,1.0
6232,42,7,99.17167477,17,0.0933655654707984,True,1.0
6235,28,21,212.4247054,13,0.161897430015203,False,1.0
6262,19,5,181.4165594,14,0.238218633898729,True,1.0
6264,26,21,272.9669948,3,0.274603679859454,False,1.0
6268,38,9,284.1301175,11,0.183859986660785,True,1.0
6269,24,16,34.93212226,12,0.151543435204622,True,1.0
6284,34,12,35.57652753,11,0.0594486856973776,False,1.0
6297,33,5,238.240414,15,0.19009332851171,False,1.0
6299,45,1,238.240414,14,0.164503676582757,True,1.0
6303,29,1,256.6405915,9,0.187014105665284,True,1.0
6305,68,3,36.14074742,9,0.0595143192178476,True,1.0
6306,24,8,124.3443471,6,0.236103123086261,True,1.0
6322,31,2,91.45292269,12,0.156155410055583,True,1.0
6337,47,15,174.6445246,18,0.102768335046248,True,1.0
6342,19,12,184.4785165,17,0.3316870571886,True,1.0
6348,43,2,118.8510133,13,0.134453167937493,False,1.0
6349,23,8,31.91620696,14,0.145830813180487,True,1.0
6351,65,14,178.2443114,19,0.0899804147632134,False,1.0
6363,47,18,100.9312267,9,0.0671649406031409,True,1.0
6372,20,7,71.51212062,12,0.216094803262332,True,1.0
6383,18,6,167.9366556,17,0.26276156350454,True,1.0
6386,28,4,236.3993842,9,0.266321320959268,False,1.0
6396,27,5,110.9836779,14,0.281716440972127,True,1.0
6410,29,21,55.29380019,2,0.116703605669683,True,1.0
6413,39,20,272.9669948,17,0.160827567984382,False,1.0
6419,67,3,129.8552354,13,0.0357421630907019,False,1.0
6425,18,6,25.83086908,2,0.256692193216658,True,1.0
6430,51,6,166.5549379,4,0.137069521963974,True,1.0
6432,44,16,123.969842,15,0.102654292177629,True,1.0
6436,45,9,27.92054451,12,0.076425009481114,True,1.0
6454,28,3,94.29603751,11,0.171779686896609,True,1.0
6456,65,14,129.6779531,8,0.0825839082101447,False,1.0
6459,19,8,103.9493988,5,0.218417302953964,True,1.0
6500,37,1,293.5560359,10,0.145377845021537,True,1.0
6507,45,1,102.818883,16,0.166169189404413,True,1.0
6508,30,10,129.6779531,12,0.102575403410781,True,1.0
6516,22,6,153.4523215,5,0.353531244013156,False,1.0
6517,28,6,94.65751646,20,0.188347905243151,True,1.0
6542,18,6,28.13630298,13,0.17711832567456,True,1.0
6545,54,5,129.3156084,9,0.0751443250257888,True,1.0
6550,41,20,184.4785165,3,0.140805376449861,False,1.0
6555,51,7,238.240414,15,0.175518680385522,False,1.0
6562,29,12,17.8799582,9,0.116297467264507,True,1.0
6563,26,19,73.26206886,10,0.205609958577536,True,1.0
6587,35,1,58.30755679,12,0.0767784588768518,True,1.0
6588,34,8,61.56398846,6,0.0641538324749021,False,1.0
6593,29,7,83.76263662,14,0.139683285605475,False,1.0
6594,26,7,25.22514012,10,0.12943063186635,True,1.0
6598,21,4,71.62174491,14,0.223076608241031,True,1.0
6599,56,4,121.5870219,16,0.0676930598043403,True,1.0
6603,19,6,123.969842,10,0.226829049451087,True,1.0
6608,30,16,68.39045202,5,0.132709293044432,True,1.0
6609,42,14,112.8034383,8,0.096945568680452,True,1.0
6640,30,9,251.432848,9,0.203819011825146,False,1.0
6652,20,6,222.2151274,11,0.287260811696272,True,1.0
6658,29,17,270.4632326,4,0.186573824395194,False,1.0
6663,50,12,68.85387998,4,0.0628217395596158,True,1.0
6666,26,10,222.735365,14,0.163792506090095,True,1.0
6672,29,13,178.2443114,14,0.206951552863072,True,1.0
6677,27,3,57.41329485,17,0.169024726889142,True,1.0
6678,46,2,245.331155,11,0.176441172026478,True,1.0
6683,25,6,180.0831298,14,0.336789995211098,True,1.0
6689,18,6,102.818883,13,0.336551096178389,True,1.0
6693,55,17,49.6329834,10,0.0677660573105594,True,1.0
6695,34,17,275.2822626,7,0.1870679033596,False,1.0
6696,23,3,67.56457622,8,0.13629159814473,True,1.0
6699,26,19,36.14074742,10,0.141964702830763,True,1.0
6701,42,6,251.432848,12,0.137235162758035,True,1.0
6715,34,4,162.666477,3,0.118647433179827,True,1.0
6742,32,3,25.52342981,15,0.114199218483012,True,1.0
6744,70,3,38.06772,14,0.0728479119006028,False,1.0
6748,22,9,169.7885554,7,0.301131592217092,False,1.0
6751,26,5,178.2443114,9,0.258198140262351,True,1.0
6760,20,9,45.66982293,16,0.201228656508792,True,1.0
6762,47,1,141.0368682,2,0.144710136950753,False,1.0
6770,23,19,71.18027901,7,0.2187244330396,True,1.0
6789,35,1,57.0415314,16,0.0885926727991956,True,1.0
6795,49,1,232.9029787,18,0.137456226200204,True,1.0
6805,46,9,291.3194903,12,0.179908767873465,False,1.0
6816,24,13,129.6779531,8,0.176134916329655,True,1.0
6829,36,11,39.55041059,17,0.0808222744815527,True,1.0
6835,23,7,38.35953437,18,0.20189187223928,False,1.0
6836,37,8,84.22903844,11,0.0816930951017572,False,1.0
6839,19,6,26.27361792,4,0.140321118124571,True,1.0
6863,39,10,259.0040603,16,0.143946670417612,True,1.0
6886,28,1,23.58652635,13,0.0737479289444703,True,1.0
6890,29,21,45.411434,7,0.0960339862920061,True,1.0
6893,33,1,157.245582,11,0.130614262778037,False,1.0
6903,25,5,213.2556548,10,0.184904435281594,False,1.0
6921,19,8,237.675525,5,0.273664734812903,False,1.0
6944,27,7,106.5583041,9,0.261376921010188,True,1.0
6950,52,7,208.6667182,2,0.105612377587488,True,1.0
6951,26,10,249.7835716,14,0.266023121637537,True,1.0
6959,21,8,148.9956325,13,0.340939700150295,False,1.0
6970,28,7,25.14133101,18,0.111248210929458,False,1.0
6987,24,12,148.4018477,7,0.224166810484564,True,1.0
7000,63,2,64.09908451,9,0.0445200172033997,True,1.0
7003,18,6,17.999002,15,0.164032263671897,True,1.0
7011,48,9,50.35184483,11,0.0830861260632259,True,1.0
7021,37,1,15.70531045,6,0.0480504526979702,True,1.0
7024,34,20,30.41139927,19,0.0684064627228317,False,1.0
7041,35,5,54.93181221,20,0.0639527587020373,True,1.0
7046,26,12,153.4523215,10,0.291364923854971,True,1.0
7047,31,5,169.7885554,16,0.147631365908874,False,1.0
7050,44,19,69.70102973,16,0.068229887861018,True,1.0
7059,21,7,122.4496948,13,0.212607211468918,True,1.0
7069,18,6,212.4247054,13,0.228283828595833,True,1.0
7070,39,16,23.9585495,9,0.0739612562916574,True,1.0
7081,45,14,290.1327193,17,0.213402365348978,True,1.0
7085,47,15,253.6198858,12,0.142350609607295,True,1.0
7089,44,11,213.2556548,13,0.119912572133929,False,1.0
7099,38,14,129.8552354,16,0.111079062056586,True,1.0
7104,48,10,30.41139927,11,0.073187591028866,True,1.0
7126,25,11,29.43246223,10,0.16782912784424,True,1.0
7130,37,1,122.4496948,14,0.148557592161838,True,1.0
7135,41,3,64.32860507,18,0.0662375394507175,True,1.0
7152,30,2,275.2822626,2,0.191438243201078,False,1.0
7195,50,5,129.4194752,19,0.13128343724688,True,1.0
7196,18,6,138.5066713,10,0.289570378994323,True,1.0
7203,37,4,211.8309492,12,0.108408725089162,True,1.0
7217,40,19,232.9029787,13,0.183859986660785,False,1.0
7238,54,3,123.969842,19,0.0516889135661496,False,1.0
7243,27,21,182.367931,20,0.252468212070068,True,1.0
7260,28,6,156.6298557,12,0.180511072259399,True,1.0
7267,41,16,201.6569069,5,0.159173867349995,True,1.0
7272,46,16,137.8151761,14,0.114847077637025,True,1.0
7281,19,6,237.675525,12,0.273664734812903,False,1.0
7282,19,10,201.3918071,3,0.217474839242755,False,1.0
7295,41,21,141.0368682,12,0.0989297992807372,True,1.0
7300,22,3,79.1594481,9,0.202850803573661,False,1.0
7304,70,3,25.7140109,20,0.0282249286884469,False,1.0
7336,56,3,270.7883545,12,0.116266888037036,True,1.0
7339,20,6,258.9237292,11,0.298854151544164,True,1.0
7348,30,21,207.1446249,11,0.173048052559634,True,1.0
7371,28,19,28.61559614,15,0.117657469314785,True,1.0
7373,21,6,125.1320458,10,0.204710421505639,True,1.0
7375,20,6,100.833778,13,0.274248992833492,True,1.0
7378,46,17,181.4165594,15,0.104865486842088,True,1.0
7394,35,19,31.48099884,16,0.0751696106592337,False,1.0
7401,72,1,282.3344767,16,0.19127492564396,False,1.0
7403,75,8,66.46782671,8,0.0252076977628642,True,1.0
7423,24,2,61.30612555,18,0.163281739704632,True,1.0
7427,42,1,114.881582,12,0.0853653920092697,True,1.0
7428,44,5,91.54176264,9,0.102649572095978,True,1.0
7429,32,19,57.0415314,11,0.0999510260428123,False,1.0
7440,20,8,182.367931,8,0.238218633898729,False,1.0
7443,18,6,67.42478707,4,0.168279104823821,True,1.0
7446,74,1,28.13630298,10,0.0571935025110853,True,1.0
7457,34,5,83.76263662,16,0.113896578701611,False,1.0
7490,39,1,82.67020711,11,0.061204954868174,False,1.0
7493,42,2,23.12027888,10,0.0772057291690346,True,1.0
7494,20,5,260.3601885,10,0.307022298024047,False,1.0
7499,23,8,169.7885554,1,0.253910569147359,True,1.0
7508,29,7,27.92054451,6,0.0891321715532642,False,1.0
7512,39,11,17.11532415,15,0.0595938924978035,True,1.0
7517,39,13,61.79475865,13,0.0708305794073182,True,1.0
7521,74,3,63.5211087,17,0.0787454105069619,True,1.0
7527,46,9,157.245582,11,0.0833221824127343,False,1.0
7533,37,3,59.11189493,15,0.0722165436564104,False,1.0
7535,20,9,291.3194903,1,0.342900815896418,False,1.0
7538,23,9,284.9991194,17,0.290459421859653,True,1.0
7561,67,2,23.03273294,16,0.0621122437635007,True,1.0
7562,18,6,225.1417422,5,0.307022298024047,True,1.0
7568,19,5,222.735365,16,0.289570378994323,True,1.0
7571,19,6,93.38235115,19,0.225521277835465,True,1.0
7580,30,17,32.6541392,12,0.124156082495367,True,1.0
7583,33,4,260.3601885,10,0.143985248440219,True,1.0
7591,20,12,100.9312267,8,0.153306607190808,True,1.0
7603,37,17,25.62227499,15,0.0670299028816754,True,1.0
7619,35,13,291.3194903,7,0.167604363869596,True,1.0
7620,20,10,150.2239631,15,0.250143249275567,True,1.0
7627,29,10,99.17167477,11,0.126388776080001,False,1.0
7636,23,2,84.22903844,10,0.161911746574424,True,1.0
7664,34,11,71.18027901,6,0.142407936800037,True,1.0
7667,24,7,88.29014956,12,0.168147156032858,True,1.0
7672,21,4,253.6198858,19,0.342900815896418,True,1.0
7676,54,17,66.12046108,12,0.0869289150056694,False,1.0
7684,25,7,60.07300249,20,0.196268608143385,False,1.0
7685,28,6,178.2443114,20,0.178028458204752,False,1.0
7686,19,6,103.2132915,11,0.287745132838448,True,1.0
7697,21,4,260.3601885,17,0.313191748479446,False,1.0
7700,18,6,91.54176264,2,0.249901610513165,True,1.0
7705,33,17,129.4194752,11,0.178080237231247,True,1.0
7707,22,6,147.9690558,14,0.294077940665626,False,1.0
7732,39,14,75.62345843,16,0.0818975549733074,True,1.0
7745,51,1,148.9956325,14,0.159558155210778,False,1.0
7746,23,4,85.63166734,15,0.171677899004819,True,1.0
7752,22,21,26.14074792,13,0.256692193216658,True,1.0
7774,22,6,133.2886429,3,0.225521277835465,False,1.0
7792,31,17,31.98800317,18,0.10052121490229,True,1.0
7802,75,2,225.1417422,14,0.117545520942243,True,1.0
7808,49,19,183.8950396,16,0.159558155210778,True,1.0
7809,25,3,32.3905212,14,0.131674883719573,True,1.0
7837,32,15,30.79319816,10,0.149953324553043,True,1.0
7838,40,12,93.38235115,12,0.101045014877627,True,1.0
7843,27,18,239.4551701,8,0.238138808948933,True,1.0
7866,18,6,99.57981885,12,0.194015335937983,False,1.0
7875,28,21,24.01925056,11,0.126023273230215,True,1.0
7885,47,1,144.998902,9,0.140661987270613,True,1.0
7900,25,5,95.69355223,6,0.244691824182745,True,1.0
7903,20,5,138.5066713,10,0.269752234906987,True,1.0
7912,23,5,213.2556548,11,0.252468212070068,False,1.0
7933,26,1,284.1301175,13,0.269901525088492,True,1.0
7946,54,1,276.3355652,15,0.116266888037036,False,1.0
7947,36,21,93.38235115,11,0.114621649033463,True,1.0
7950,19,5,110.9836779,1,0.238218633898729,False,1.0
7956,29,5,162.9324677,6,0.260645542496618,True,1.0
7964,28,3,17.999002,14,0.102323111771529,True,1.0
8028,27,7,190.0515645,18,0.322616239994353,False,1.0
8050,29,14,59.70218923,14,0.141876131453703,True,1.0
8053,24,9,185.1345389,5,0.229222049030874,False,1.0
8055,21,12,212.4247054,11,0.287260811696272,True,1.0
8062,20,6,181.4165594,9,0.276021805811257,True,1.0
8065,41,2,225.0430894,15,0.164656926156145,False,1.0
8072,39,2,245.331155,17,0.147925490953443,True,1.0
8073,20,4,238.240414,11,0.372948726282826,True,1.0
8079,73,12,272.9669948,4,0.155054830372231,True,1.0
8082,19,10,58.89468755,16,0.216811721887478,True,1.0
8083,47,1,282.3344767,17,0.174683470402138,True,1.0
8084,43,4,290.1327193,20,0.21010220228877,True,1.0
8099,63,1,190.0515645,18,0.0369473989909171,False,1.0
8119,42,18,32.18545326,4,0.0677055285662633,True,1.0
8120,35,4,109.6318854,12,0.128250096934719,True,1.0
8125,27,8,166.5549379,16,0.206932527429621,False,1.0
8149,18,6,222.2151274,16,0.238218633898729,True,1.0
8161,68,4,148.5612071,7,0.0464647057442901,True,1.0
8173,32,8,61.30612555,2,0.135239917841042,True,1.0
8178,47,14,73.26206886,19,0.0920623293166292,True,1.0
8180,50,4,141.0368682,13,0.126463367375692,True,1.0
8184,60,3,34.15043101,11,0.0159484545501888,True,1.0
8190,22,7,167.9366556,17,0.322826125156748,False,1.0
8193,35,19,51.09148195,19,0.0885926727991956,True,1.0
8199,24,7,109.6318854,15,0.283923840165769,True,1.0
8201,29,10,139.2830008,13,0.251683459897242,False,1.0
8204,30,2,50.35184483,19,0.104669077419718,True,1.0
8211,21,6,238.240414,8,0.348028907946898,True,1.0
8229,47,4,178.2443114,20,0.20703235798021,True,1.0
8230,43,2,66.94554904,8,0.0739930453319954,False,1.0
8232,30,10,239.4551701,4,0.145972668517686,True,1.0
8252,36,2,205.4307964,5,0.148557592161838,True,1.0
8257,29,4,37.59594224,16,0.0885233302615293,True,1.0
8258,27,4,30.46244233,8,0.155565608112621,True,1.0
8284,28,19,39.45913644,3,0.0907505113385076,True,1.0
8289,36,10,260.3601885,13,0.163619567852253,True,1.0
8295,35,10,272.9669948,13,0.172656302885988,True,1.0
8308,42,8,272.9669948,13,0.167394535148238,True,1.0
8316,50,1,251.432848,11,0.203105685292201,False,1.0
8322,23,10,56.11415278,17,0.17450785376837,False,1.0
8324,18,6,249.7835716,12,0.379064261896456,False,1.0
8341,23,5,88.95152383,11,0.192041531605284,True,1.0
8346,64,1,34.93212226,13,0.0604154080129914,False,1.0
8352,29,20,183.8950396,5,0.1856717555267,False,1.0
8354,44,17,148.9956325,19,0.168926856944581,False,1.0
